StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q9,Q59,Q10,Q10_10_TEXT,Q11_1,Q61,Q63,Q64,Q65,Q68,Q69,Q66,Q67,Q12,Q15,Q16,Q57,Q17,Q18,Q70,Q19,Q20,Q21,Q22,Q23,Q26,Q27,Q28,Q71,Q72,Q73,Q74,Q29,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q75,Q75_11_TEXT,Q38,Q76,Q76_11_TEXT,Q39,Q40,Q41,Q42,Q43,Q49,Q49_7_TEXT,Q50,Q50_6_TEXT,Q51,Q52,Q53,Q77,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS
3/3/2023 12:22,3/3/2023 12:34,IP Address,100,720,TRUE,3/3/2023 12:34,R_2cwuwvvRk3gdMYa,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),35 to 44 years,Zachodniopomorskie,Szczecin,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,4,,,,,Somewhat support,Somewhat support,,,Somewhat important,Very important,Very important,Somewhat agree,Somewhat agree,Very hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Positive,Very favorable,Very unfavorable,Some,Negative,Very favorable,Very favorable,A lot,Very positive,Very favorable,Very positive,Very positive,Somewhat positive,Neutral,Neutral,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.,Did business with a U.S. service member, such as selling them something or buying something from them;Been close friends with a U.S. service member",,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,Yes,Somewhat reliant,Yes,Somewhat reliant,Yes,No benefits,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,720,,,,44c9df93-a216-8f5b-df90-3e4697135e66,,{Invalid Expression},,,,,,,,14302052,5gL1ieL1PuGlxf9Qjb2tff,,,1,,,{Invalid Expression},497
3/3/2023 12:23,3/3/2023 12:34,IP Address,100,677,TRUE,3/3/2023 12:34,R_11d5cX7Zvd07L7I,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),45 to 54 years,Mazowieckie,Grodzisk Mazowiecki,57 188 –  74 062,Other sources,Other,ateizm,6,Neither support nor oppose,Somewhat oppose,,,,,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Very peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Neutral,None,Neither Positive nor Negative,Somewhat favorable,Neutral,Some,Positive,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,677,,,,ad181dea-61c3-b9d1-af7a-f040ddc00c13,,{Invalid Expression},,,,,,,,14302052,33laOuENXdG5Hl3vkyDqr9,,,1,,,{Invalid Expression},497
3/3/2023 12:20,3/3/2023 12:35,IP Address,100,855,TRUE,3/3/2023 12:35,R_1j7mQPW80Edj5Ph,anonymous,PL,I consent,Female,No,Vocational School,25 to 34 years,Zachodniopomorskie,Koszalin,93 938 +,Other sources,Other,?adna ,5,,,,,Don’t know/decline to answer,Don’t know/decline to answer,,,Very important,Very important,Very important,Strongly disagree,Strongly disagree,Very hostile,Neutral,Don’t know/decline to answer,Don’t know/decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Some,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Somewhat unhelpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,Don’t know/Decline to answer,,No,No benefits,,Don’t know / Decline to answer,,As long as needed ,Neutral,Never,Maybe,Qual4159-0110-PolandStudy,PL,855,,,,106c5cb3-39f1-176b-6300-d75d26ccaa18,,{Invalid Expression},,,,,,,,14302052,5pfXesFX2G7TZCgRMacGpF,,,1,,,{Invalid Expression},497
3/3/2023 12:30,3/3/2023 12:35,IP Address,100,266,TRUE,3/3/2023 12:35,R_3QJDnhU0OpMdenv,anonymous,PL,I consent,Male,No,Secondary Education,45 to 54 years,?l?skie,Rybnik,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,6,,,,,Strongly support,Somewhat support,,,Very important,Somewhat important,Somewhat important,Strongly Agree,Strongly Agree,Very peaceful,Very peaceful,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Neutral,A lot,Positive,Neutral,Very favorable,A lot,Very positive,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Neutral,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Did business with a U.S. service member, such as selling them something or buying something from them",,No,,,No,,Yes,Very reliant,Yes,Reduced crime,,Decreased security from foreign threats,,Longer than 3 years,Neutral,Two times,Maybe,Qual4159-0110-PolandStudy,PL,266,,,,ef9a8060-d8e8-9ec4-2248-81f31279cfff,,{Invalid Expression},,,,,,,,14302052,73wniFlh3PfY8sFi3tmo3O,,,1,,,{Invalid Expression},497
3/3/2023 12:24,3/3/2023 12:35,IP Address,100,670,TRUE,3/3/2023 12:35,R_W9kd1fYBP0z0q6R,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),25 to 34 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Catholicism,,8,,,Strongly support,Strongly support,,,,,Very important,Very important,Very important,Somewhat agree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Very favorable,A lot,Positive,Neutral,Somewhat unfavorable,A lot,Negative,Neutral,Somewhat unfavorable,Some,Negative,Very favorable,Somewhat positive,Somewhat positive,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,670,,,,70364c17-c0f9-b355-35d5-33a1b42d67fc,,{Invalid Expression},,,,,,,,14302052,2ZYLrEoUoBrLqh5D3BfEQQ,,,1,,,{Invalid Expression},497
3/3/2023 12:30,3/3/2023 12:35,IP Address,100,324,TRUE,3/3/2023 12:35,R_3KpQMFEeGrF0x3k,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),25 to 34 years,Dolno?l?skie,Wroc?aw (City),93 938 +,Full-time or contract work in the private sector,Catholicism,,3,,,,,Strongly support,Strongly support,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Positive,Don’t know/Decline to answer,Neutral,Some,Neither Positive nor Negative,Don’t know/Decline to answer,Very favorable,A lot,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Neutral,Neutral,Somewhat unhelpful ,Neutral / No change,No,,,No,,,Yes,Not reliant at all,No,,No,Changing the behavior and/or policies of the government of Poland,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,324,,,,33401fca-bcd4-16dc-1958-2d07cc5f91ae,,{Invalid Expression},,,,,,,,14302052,27ORCx3XQYPfAcvJDj6YZ8,,,1,,,{Invalid Expression},497
3/3/2023 12:29,3/3/2023 12:35,IP Address,100,371,TRUE,3/3/2023 12:35,R_DjIXHJ0sBykcMwx,anonymous,PL,I consent,Male,No,Primary Education,25 to 34 years,Ma?opolskie,Kraków,93 938 +,Full-time or contract work in the private sector,Catholicism,,4,Strongly support,Somewhat support,,,,,,,Somewhat important,Very important,Very important,Neither agree nor disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Neutral,Somewhat favorable,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,A lot,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,371,,,,050159ad-6a0a-1262-34bd-977b477fbdc9,,{Invalid Expression},,,,,,,,14302052,0KxkavqDH5Q20aVWTxTpBR,,,1,,,{Invalid Expression},497
3/3/2023 12:24,3/3/2023 12:35,IP Address,100,638,TRUE,3/3/2023 12:35,R_3mleXyE6IzLh8b6,anonymous,PL,I consent,Male,Yes,Primary Education,Age 65 or older,Podlaskie,Bia?ystok,0 – 43 339,Pension or retirement,Catholicism,,10,,,Strongly support,Strongly support,,,,,Very important,Very important,Very important,Strongly Agree,Somewhat agree,Very hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Neutral,Some,Positive,Very favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Neutral,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,Yes,Somewhat reliant,No,,Yes,Greater security from foreign threats,,Increased crime,,Longer than 3 years,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,638,,,,60bb7b38-ac13-9e13-e12f-3d33dee5d690,,{Invalid Expression},,,,,,,,14302052,7tZCqOZenTQ9vs8P7LuXc2,,,1,,,{Invalid Expression},497
3/3/2023 12:18,3/3/2023 12:35,IP Address,100,1018,TRUE,3/3/2023 12:35,R_1lux796Zlj0XLLq,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),35 to 44 years,Pomorskie,Bytów,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,7,,,,,,,Strongly support,Strongly support,Very important,Somewhat important,Somewhat important,Neither agree nor disagree,Strongly Agree,Very hostile,Somewhat hostile,Somewhat unfavorable,Neutral,Some,Positive,Somewhat favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Neutral,Neutral,Some,Negative,Somewhat favorable,Neutral,Neutral,Somewhat positive,Somewhat helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Improved government respect for human rights,,Negative effect on economic activity,,1-3 years,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,1018,,,,dacb6e2e-67eb-e600-ecd5-981d48a52593,,{Invalid Expression},,,,,,,,14302052,3BKIUVOaqsJXVSCScRXL2f,,,1,,,{Invalid Expression},497
3/3/2023 12:32,3/3/2023 12:36,IP Address,100,207,TRUE,3/3/2023 12:36,R_1IsnSEzJnKRYYKD,anonymous,PL,I consent,Male,No,Secondary Education,35 to 44 years,?l?skie,Bytom,43 340 – 57 187,Full-time or contract work in the private sector,Catholicism,,5,,,,,,,Neither support nor oppose,Neither support nor oppose,Neutral,Neutral,Neutral,Don't know/decline to answer,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Neither Positive nor Negative,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral / No change,No,,,No,,,No,,No,,No,Don’t know / Decline to answer,,Don’t know / Decline to answer,,No preference,Don’t know/Decline to answer,Never,No,Qual4159-0110-PolandStudy,PL,207,,,,fd3b5731-2232-220f-49fc-15c1e8824063,,{Invalid Expression},,,,,,,,14302052,7gruiQ6XvKcKDj0N1DupZq,,,1,,,{Invalid Expression},497
3/3/2023 12:26,3/3/2023 12:36,IP Address,100,618,TRUE,3/3/2023 12:36,R_vejTgMuxt6SWpLH,anonymous,PL,I consent,Female,Decline to answer,Vocational School,18 to 24 years,Wielkopolskie,Pozna?,0 – 43 339,Full-time or contract work in the private sector,Other,Chrze?cija?stwo,5,Neither support nor oppose,Strongly oppose,,,,,,,Don’t know/decline to answer,Neutral,Neutral,Strongly disagree,Don't know/decline to answer,Somewhat peaceful,Somewhat peaceful,Neutral,Neutral,A lot,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,A little,Neither Positive nor Negative,Neutral,Neutral,A lot,Negative,Very favorable,Very positive,Very positive,Very positive,Somewhat helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,No preference,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,618,,,,2f24ae2d-7e66-db18-2222-d9a0ae844b97,,{Invalid Expression},,,,,,,,14302052,2eLXUJl37FuyDflqGIY5In,,,1,,,{Invalid Expression},497
3/3/2023 12:18,3/3/2023 12:36,IP Address,100,1077,TRUE,3/3/2023 12:36,R_3qqvqdPG6ht1bNi,anonymous,PL,I consent,Male,No,Secondary Education,25 to 34 years,Ma?opolskie,Olkusz,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,5,,,,,,,Neither support nor oppose,Neither support nor oppose,Somewhat important,Very important,Neutral,Neither agree nor disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A little,Positive,Neutral,Somewhat unfavorable,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat unfavorable,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,Neutral,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,1077,,,,a473ea70-6e95-8832-69fd-22993fd90956,,{Invalid Expression},,,,,,,,14302052,6Sos2KkVfq8IsWnLOjJewH,,,1,,,{Invalid Expression},497
3/3/2023 12:09,3/3/2023 12:37,IP Address,100,1682,TRUE,3/3/2023 12:37,R_5cgwWw4qpSA9cZj,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),25 to 34 years,Zachodniopomorskie,Koszalin (City),57 188 –  74 062,Full-time or contract work in the private sector,Agnostic/Atheist,,4,Somewhat support,Somewhat support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Neutral,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,A little,Don’t know/Decline to answer,Neutral,Somewhat favorable,Some,Positive,Somewhat favorable,Neutral,Neutral,Somewhat positive,Very helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,1682,,,,77bf891f-2836-a915-1caf-4910c388ce46,,{Invalid Expression},,,,,,,,14302052,0zA2LjFIj9wzLrWjv44exp,,,1,,,{Invalid Expression},497
3/3/2023 12:30,3/3/2023 12:37,IP Address,100,412,TRUE,3/3/2023 12:37,R_3PHozqsye31hz33,anonymous,PL,I consent,Male,No,Vocational School,55 to 64 years,Warmi?sko-Mazurskie,Elbl?g,0 – 43 339,Pension or retirement,Catholicism,,8,,,Strongly support,Strongly support,,,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Very hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Very positive,Somewhat favorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Very favorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Very favorable,Very positive,Very positive,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,412,,,,7e9a97e2-8c7c-13cf-8dd0-93ebe4f4c370,,{Invalid Expression},,,,,,,,14302052,5JUxd5XzVQbcxENUzdOriR,,,1,,,{Invalid Expression},497
3/3/2023 12:23,3/3/2023 12:37,IP Address,100,851,TRUE,3/3/2023 12:37,R_0iTL1Qcd9XoAYjT,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),35 to 44 years,?wi?tokrzyskie,J?drzejów,74 063 – 93 937,Agriculture,Catholicism,,9,,,Strongly support,Neither support nor oppose,,,,,Somewhat important,Very important,Very important,Strongly Agree,Somewhat agree,Very hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Positive,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Very favorable,Very positive,Neutral,Very positive,Somewhat helpful,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,1-3 years,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,851,,,,c8fcfbfb-d780-f317-810c-9169017ad391,,{Invalid Expression},,,,,,,,14302052,5FzlD1Z8KvwJfRx7kNMKza,,,1,,,{Invalid Expression},497
3/3/2023 12:30,3/3/2023 12:37,IP Address,100,432,TRUE,3/3/2023 12:37,R_2CZWsmzwBiz3bSt,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),35 to 44 years,?ódzkie,?ód?,0 – 43 339,Full-time or contract work in the government or public sector,Catholicism,,5,Somewhat support,Somewhat support,,,,,,,Somewhat important,Very important,Very important,Somewhat agree,Neither agree nor disagree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Very favorable,Some,Positive,Neutral,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Neutral,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Don’t know / Decline to answer,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,432,,,,8872ce79-f7f7-96d3-4580-3742bd084b03,,{Invalid Expression},,,,,,,,14302052,6nnYAD5zcCIbXikJ9uIksm,,,1,,,{Invalid Expression},497
3/3/2023 12:24,3/3/2023 12:37,IP Address,100,774,TRUE,3/3/2023 12:37,R_3fAHkgd8wh3Cl3I,anonymous,PL,I consent,Female,No,Vocational School,25 to 34 years,Wielkopolskie,Czarnków-Trzcianka,0 – 43 339,Other sources,Catholicism,,6,,,Neither support nor oppose,Neither support nor oppose,,,,,Very important,Very important,Very important,Neither agree nor disagree,Neither agree nor disagree,Neutral,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Reduced crime,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,774,,,,db5386c0-2c6b-503d-52c0-3179a72b0d65,,{Invalid Expression},,,,,,,,14302052,42ilsTnmsacVyFArVToOmp,,,1,,,{Invalid Expression},497
3/3/2023 12:25,3/3/2023 12:38,IP Address,100,753,TRUE,3/3/2023 12:38,R_Q6OWDwzI4Iw1A1X,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),45 to 54 years,Kujawsko-Pomorskie,Lipno,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,5,,,,,,,Somewhat oppose,Somewhat oppose,Neutral,Very important,Very important,Strongly disagree,Strongly Agree,Very hostile,Somewhat peaceful,Somewhat favorable,Very favorable,A lot,Positive,Neutral,Very unfavorable,Some,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A lot,Negative,Somewhat favorable,Somewhat positive,Neutral,Somewhat positive,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No support for Polish democracy,,As long as needed ,Very positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,753,,,,99123111-46e5-fc20-76a6-98b7ff5b27e2,,{Invalid Expression},,,,,,,,14302052,4B8ZvjmIj0phOWldMMcwgZ,,,1,,,{Invalid Expression},497
3/3/2023 12:33,3/3/2023 12:38,IP Address,100,306,TRUE,3/3/2023 12:38,R_2VaQ3qoQPwicJjH,anonymous,PL,I consent,Male,Yes,Secondary Education,35 to 44 years,Zachodniopomorskie,Kamie?,74 063 – 93 937,Full-time or contract work in the government or public sector,Catholicism,,7,,,,,Somewhat support,Somewhat oppose,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Very favorable,Very favorable,A lot,Positive,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Very favorable,Very positive,Somewhat positive,Neutral,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,306,,,,07206ecd-adef-399e-c577-15383f635d79,,{Invalid Expression},,,,,,,,14302052,5XsOUZmbmby6oDRELyWJ93,,,1,,,{Invalid Expression},497
3/3/2023 12:28,3/3/2023 12:38,IP Address,100,579,TRUE,3/3/2023 12:38,R_2SkloSHPEOeIy2R,anonymous,PL,I consent,Female,No,Vocational School,Age 65 or older,?l?skie,Katowice,0 – 43 339,Pension or retirement,Catholicism,,4,,,,,Strongly support,Strongly support,,,Don’t know/decline to answer,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Very peaceful,Very favorable,Very favorable,A lot,Very positive,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Very favorable,Some,Positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,579,,,,826c1d97-d031-4806-a1cd-bcdc1cc07815,,{Invalid Expression},,,,,,,,14302052,1NqMxbZQOFEEriZfe4iqZV,,,1,,,{Invalid Expression},497
3/3/2023 12:25,3/3/2023 12:38,IP Address,100,792,TRUE,3/3/2023 12:38,R_2OIHj5yRstfPJGY,anonymous,PL,I consent,Male,No,Secondary Education,35 to 44 years,Dolno?l?skie,Wroc?aw,43 340 – 57 187,Full-time or contract work in the private sector,Catholicism,,9,,,,,Somewhat support,Somewhat support,,,Somewhat important,Neutral,Somewhat important,Strongly disagree,Somewhat agree,Very hostile,Somewhat peaceful,Neutral,Somewhat favorable,A lot,Neither Positive nor Negative,Somewhat unfavorable,Somewhat unfavorable,Some,Negative,Somewhat unfavorable,Somewhat unfavorable,A lot,Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Don’t know/Decline to answer,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,792,,,,14262e0a-5e4c-9d4b-7d53-83c6e5e06487,,{Invalid Expression},,,,,,,,14302052,2E7lC7bnB4y0TjoKlKiHhY,,,1,,,{Invalid Expression},497
3/3/2023 12:28,3/3/2023 12:38,IP Address,100,594,TRUE,3/3/2023 12:38,R_3Nwax2UPPUugUlx,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),55 to 64 years,?l?skie,Katowice,Decline to answer,Full-time or contract work in the government or public sector,Decline to answer,,6,,,,,Strongly oppose,Strongly oppose,,,Somewhat important,Somewhat important,Somewhat important,Strongly disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,A little,Neither Positive nor Negative,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Neutral,Some,Neither Positive nor Negative,Somewhat unfavorable,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral / No change,No,,,No,,,Don’t know/Decline to answer,,No,,No,Don’t know / Decline to answer,,Decreased security from foreign threats,,Don’t know/Decline to answer,Neutral,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,594,,,,f3496f66-11f2-ac11-df03-2f2afb988a58,,{Invalid Expression},,,,,,,,14302052,4GZ2UsjKL1GOuIbTge6tyh,,,1,,,{Invalid Expression},497
3/3/2023 12:20,3/3/2023 12:38,IP Address,100,1130,TRUE,3/3/2023 12:38,R_3KGSpK5BXHLhxNT,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),55 to 64 years,Warmi?sko-Mazurskie,Olecko,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,5,,,,,Neither support nor oppose,Neither support nor oppose,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Very peaceful,Somewhat favorable,Very favorable,A lot,Positive,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Positive,Neutral,Neutral,Somewhat positive,Neutral,Somewhat helpful,Somewhat unhelpful ,Neutral / No change,No,,,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,No,,No,,No,Greater security from foreign threats,,Negative effect on economic activity,,6-12 months,Somewhat positive,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,1130,,,,409367dd-9a7d-96e2-9842-09538bcfbcf4,,{Invalid Expression},,,,,,,,14302052,00JzagvPDZaLEPeanEPWCa,,,1,,,{Invalid Expression},497
3/3/2023 12:23,3/3/2023 12:39,IP Address,100,969,TRUE,3/3/2023 12:39,R_0k61vuqxIBaOERr,anonymous,PL,I consent,Female,No,Vocational School,35 to 44 years,Wielkopolskie,Nowy Tomy?l,0 – 43 339,Full-time or contract work in the private sector,Catholicism,,4,,,Somewhat support,Somewhat support,,,,,Somewhat important,Very important,Very important,Strongly disagree,Neither agree nor disagree,Very hostile,Neutral,Neutral,Neutral,Some,Positive,Neutral,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Very favorable,Very positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No support for Polish democracy,,0-6 months,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,969,,,,71491ea4-f073-fd7f-ce1e-0da2307fcc3c,,{Invalid Expression},,,,,,,,14302052,0xXIRB9zTXafdlcFoCsrHG,,,1,,,{Invalid Expression},497
