StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q9,Q59,Q10,Q10_10_TEXT,Q11_1,Q61,Q63,Q64,Q65,Q68,Q69,Q66,Q67,Q12,Q15,Q16,Q57,Q17,Q18,Q70,Q19,Q20,Q21,Q22,Q23,Q26,Q27,Q28,Q71,Q72,Q73,Q74,Q29,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q75,Q75_11_TEXT,Q38,Q76,Q76_11_TEXT,Q39,Q40,Q41,Q42,Q43,Q49,Q49_7_TEXT,Q50,Q50_6_TEXT,Q51,Q52,Q53,Q77,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS
2/22/2023 17:07,2/22/2023 17:14,IP Address,100,417,TRUE,2/22/2023 17:14,R_08tI7sk05vZCLrX,anonymous,PL,I consent,Female,Yes,Vocational School,18 to 24 years,Małopolskie,Kraków (City),50 204 +,Other sources,Other,Brak,3,Somewhat support,Somewhat support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Very favorable,Very favorable,A lot,Positive,Neutral,Very favorable,Some,Neither Positive nor Negative,Neutral,Very favorable,Some,Neither Positive nor Negative,Somewhat favorable,Very positive,Somewhat positive,Very positive,Very helpful,Very unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Changing the behavior and/or policies of the government of Poland,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,417,,,,cac9b869-d1e7-ff35-b4f1-4634c1ffc154,,{Invalid Expression},,,,,,,,14302052,5HD3JKsP2TanIjAAJUV5in,,,1,,,{Invalid Expression},497
2/22/2023 17:07,2/22/2023 17:14,IP Address,100,404,TRUE,2/22/2023 17:14,R_2Y2HVagYVMEI9kp,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),35 to 44 years,Lubelskie,Biłgoraj,37 068 – 50 203,Other sources,Catholicism,,9,,,,,,,Don’t know/decline to answer,Don’t know/decline to answer,Neutral,Neutral,Neutral,Neither agree nor disagree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Neutral,Neutral,A lot,Neither Positive nor Negative,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,A little,Don’t know/Decline to answer,Somewhat favorable,Somewhat positive,Don’t know/Decline to answer,Somewhat positive,Somewhat helpful,Don’t know/Decline to answer,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,404,,,,c2723ebf-dcfa-081f-0368-307ec0da3950,,{Invalid Expression},,,,,,,,14302052,17t1i5msdJ0xY3Yyyvrqo7,,,1,,,{Invalid Expression},497
2/22/2023 17:12,2/22/2023 17:14,IP Address,100,116,TRUE,2/22/2023 17:14,R_3D2x3n24wRqww3a,anonymous,PL,I consent,Female,No,Secondary Education,25 to 34 years,Lubuskie,Żary,21 236 – 29 131,Self-employed (non-agricultural),Agnostic/Atheist,,1,,,,,Neither support nor oppose,Neither support nor oppose,,,Neutral,Somewhat important,Not important,Somewhat agree,Somewhat disagree,Somewhat hostile,Neutral,Somewhat favorable,Somewhat unfavorable,A little,Positive,Very unfavorable,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Somewhat unfavorable,Some,Negative,Neutral,Somewhat positive,Somewhat negative,Neutral,Somewhat helpful,Somewhat unhelpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,No,,No,,Yes,Reduced crime,,Decreased security from foreign threats,,1-3 years,Neutral,Two times,No,Qual4159-0110-PolandStudy,PL,116,,,,8afccd22-9264-2e84-4371-40d89d064801,,{Invalid Expression},,,,,,,,14302052,6J0th97ECiBES7OD7FkPfI,,,1,,,{Invalid Expression},497
2/22/2023 17:10,2/22/2023 17:15,IP Address,100,253,TRUE,2/22/2023 17:15,R_1pMxpOcuKArd4qI,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),25 to 34 years,Podlaskie,Białystok (City),21 236 – 29 131,Full-time or contract work in the private sector,Other,none,5,,,,,,,Somewhat support,Somewhat support,Very important,Very important,Somewhat important,Strongly disagree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Somewhat unfavorable,Some,Negative,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,Somewhat positive,Somewhat negative,Neutral,Somewhat unhelpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,No,Greater security from foreign threats,,No support for Polish democracy,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,253,,,,01b374cd-dad6-5d0e-0173-7c2bb7f27690,,{Invalid Expression},,,,,,,,14302052,44MNHVs17zthOgVZBU357e,,,1,,,{Invalid Expression},497
2/22/2023 17:13,2/22/2023 17:15,IP Address,100,143,TRUE,2/22/2023 17:15,R_2fllURBB7uRWjOK,anonymous,PL,I consent,Female,Yes,Primary Education,18 to 24 years,Dolnośląskie,Bolesławiec,0 – 21 235,Full-time or contract work in the private sector,Catholicism,,9,Strongly support,Strongly support,,,,,,,Very important,Very important,Very important,Strongly Agree,Strongly Agree,Very peaceful,Very peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Very favorable,A lot,Very positive,Very favorable,Very favorable,A lot,Very positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Very helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,Yes,Very reliant,Yes,Very reliant,Yes,Greater security from foreign threats,,Decreased security from foreign threats,,0-6 months,Very positive,Never,Yes,Qual4159-0110-PolandStudy,PL,143,,,,ba7e625b-2661-057d-4d3a-a74918e4460e,,{Invalid Expression},,,,,,,,14302052,6ZRKdC9ArrAhHIHIqdDJ3v,,,1,,,{Invalid Expression},497
2/22/2023 17:07,2/22/2023 17:15,IP Address,100,496,TRUE,2/22/2023 17:15,R_wYuS8wYnbpVAzXr,anonymous,PL,I consent,Male,No,Secondary Education,Age 65 or older,Małopolskie,Kraków (City),37 068 – 50 203,Self-employed (non-agricultural),Catholicism,,7,,,,,Don’t know/decline to answer,Don’t know/decline to answer,,,Don’t know/decline to answer,Don’t know/decline to answer,Don’t know/decline to answer,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat hostile,Very unfavorable,Don’t know/decline to answer,A lot,Very Negative,Don’t know/Decline to answer,Don’t know/Decline to answer,A lot,Very Negative,Don’t know/Decline to answer,Don’t know/Decline to answer,A lot,Very Negative,Very unfavorable,Very negative,Very negative,Don’t know/Decline to answer,Very unhelpful,Very unhelpful ,The presence of American military forces has greatly worsened the government’s respect for human rights,No,,,No,,,No,,No,,No,No benefits,,Changing the behavior and/or policies of the government of Poland,,0-6 months,Very negative,Don’t know/Decline to answer,No,Qual4159-0110-PolandStudy,PL,496,,,,51be13e9-3f8a-db2b-c0c2-17ce10e41762,,{Invalid Expression},,,,,,,,14302052,3oBoweNAOKSZBU6dzGKNkV,,,1,,,{Invalid Expression},497
2/22/2023 17:13,2/22/2023 17:16,IP Address,100,165,TRUE,2/22/2023 17:16,R_1KykiqFd4wJGS54,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),35 to 44 years,Opolskie,Opole,Decline to answer,Agriculture,Other,,8,,,,,,,Neither support nor oppose,Neither support nor oppose,Very important,Somewhat important,Neutral,Somewhat agree,Somewhat agree,Very peaceful,Somewhat peaceful,Don’t know/decline to answer,Don’t know/decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Very favorable,Somewhat unfavorable,Don’t know/Decline to answer,Positive,Somewhat unfavorable,Neutral,Some,Neither Positive nor Negative,Very favorable,Very positive,Very positive,Very positive,Somewhat helpful,Very helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,Yes,"Did business with a U.S. service member, such as selling them something or buying something from them",,Don’t know/Decline to answer,,Yes,Somewhat reliant,No,Changing the behavior and/or policies of the government of Poland,,Increased crime,,0-6 months,Neutral,One time,No,Qual4159-0110-PolandStudy,PL,165,,,,9f56e4f5-30b8-5dff-2385-fedfa9513c5f,,{Invalid Expression},,,,,,,,14302052,7j1jQQS7j0M4s3xIXPbafw,,,1,,,{Invalid Expression},497
2/22/2023 17:08,2/22/2023 17:16,IP Address,100,466,TRUE,2/22/2023 17:16,R_30emCdO1p6kt1b4,anonymous,PL,I consent,Female,Decline to answer,Secondary Education,25 to 34 years,Mazowieckie,Warszawa,50 204 +,Other sources,Decline to answer,,5,Don't know/decline to answer,Don’t know/decline to answer,,,,,,,Neutral,Somewhat important,Very important,Somewhat agree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Neutral,Somewhat favorable,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Very favorable,A lot,Don’t know/Decline to answer,Neutral,Very favorable,A lot,Don’t know/Decline to answer,Very favorable,Neutral,Neutral,Somewhat positive,Somewhat helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,Yes,Don't know/decline to answer,,Don’t know/Decline to answer,,,No,,No,,Yes,Improved government respect for human rights,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,466,,,,84df512a-bce5-5abd-00d9-a222cc9f3af9,,{Invalid Expression},,,,,,,,14302052,5BxKTAuX0xOVP0Bwmun9Qi,,,1,,,{Invalid Expression},497
2/22/2023 17:09,2/22/2023 17:17,IP Address,100,450,TRUE,2/22/2023 17:17,R_ver7KCNLEzDpgad,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),25 to 34 years,Mazowieckie,Warszawa,50 204 +,Full-time or contract work in the private sector,Agnostic/Atheist,,2,,,,,Neither support nor oppose,Neither support nor oppose,,,Very important,Somewhat important,Somewhat important,Strongly disagree,Somewhat disagree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Very favorable,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Very positive,Very positive,Neutral,Somewhat helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,No benefits,,No drawback,,No preference,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,450,,,,4363a622-dfeb-984f-50c4-8fa48884ea91,,{Invalid Expression},,,,,,,,14302052,4sHwDlnUv0rl4VqQdCHZvu,,,1,,,{Invalid Expression},497
2/22/2023 17:07,2/22/2023 17:17,IP Address,100,586,TRUE,2/22/2023 17:17,R_3kzYtw7ifHjjRZc,anonymous,PL,I consent,Female,No,Vocational School,25 to 34 years,Małopolskie,Kraków (City),50 204 +,Full-time or contract work in the private sector,Catholicism,,5,Somewhat oppose,Strongly support,,,,,,,Very important,Somewhat important,Somewhat important,Strongly disagree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Neutral,Neutral,A lot,Negative,Neutral,Neutral,A lot,Neither Positive nor Negative,Neutral,Neutral,A lot,Neither Positive nor Negative,Neutral,Somewhat negative,Neutral,Neutral,Neutral,Neutral,Neutral / No change,No,,,No,,,No,,No,,No,No benefits,,No drawback,,No preference,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,586,,,,1eb55814-f436-4951-d9da-48b487d3bf61,,{Invalid Expression},,,,,,,,14302052,7MXnOJhSGEdigbG1If2oyl,,,1,,,{Invalid Expression},497
2/22/2023 17:14,2/22/2023 17:17,IP Address,100,195,TRUE,2/22/2023 17:17,R_3dE5auob84Q7krf,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),25 to 34 years,Warmińsko-Mazurskie,Olecko,50 204 +,Full-time or contract work in the private sector,Catholicism,,8,,,Somewhat support,Strongly support,,,,,Very important,Very important,Very important,Strongly Agree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Somewhat unfavorable,Very favorable,A lot,Very positive,Somewhat favorable,Very favorable,A lot,Positive,Neutral,Very favorable,A lot,Positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Very helpful ,Neutral / No change,No,,,No,,,Yes,Very reliant,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Very positive,Never,Yes,Qual4159-0110-PolandStudy,PL,195,,,,55e95df7-5ddb-eecc-b06d-a339dae08506,,{Invalid Expression},,,,,,,,14302052,5WdzhgjyZFiddGbNhLtZP8,,,1,,,{Invalid Expression},497
2/22/2023 17:14,2/22/2023 17:17,IP Address,100,200,TRUE,2/22/2023 17:17,R_1DYKVh1CmC1Ti2l,anonymous,PL,I consent,Male,Yes,Higher Education (Master’s degree or higher),35 to 44 years,Śląskie,Mysłowice,21 236 – 29 131,Full-time or contract work in the private sector,Catholicism,,10,,,,,Strongly support,Strongly support,,,Very important,Very important,Very important,Somewhat agree,Strongly Agree,Very peaceful,Very peaceful,Somewhat favorable,Very favorable,A lot,Very positive,Somewhat favorable,Very favorable,A lot,Negative,Somewhat favorable,Very favorable,Some,Neither Positive nor Negative,Very favorable,Very positive,Somewhat positive,Very positive,Very helpful,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,Yes,"Did business with a U.S. service member, such as selling them something or buying something from them",,Yes,Very reliant,Yes,Very reliant,Yes,Greater security from foreign threats,,Decreased security from foreign threats,,Longer than 3 years,Very positive,One time,Yes,Qual4159-0110-PolandStudy,PL,200,,,,410a0575-4f33-8f21-a8e0-af56d1d98021,,{Invalid Expression},,,,,,,,14302052,6xtmGPKfzX6tWERbqfh2lZ,,,1,,,{Invalid Expression},497
2/22/2023 17:14,2/22/2023 17:17,IP Address,100,208,TRUE,2/22/2023 17:17,R_QnNwiDUiodvdju9,anonymous,PL,I consent,Female,Yes,Secondary Education,25 to 34 years,Podkarpackie,Jasło,50 204 +,Other sources,Catholicism,,10,,,,,,,Somewhat support,Somewhat support,Very important,Very important,Very important,Strongly Agree,Somewhat agree,Very peaceful,Very peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Very favorable,Some,Positive,Very favorable,Very favorable,A lot,Positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Very helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,Yes,Very reliant,Yes,Very reliant,Yes,Reduced crime,,Decreased security from foreign threats,,6-12 months,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,208,,,,3e954343-5f99-34fb-94d1-9acebd5f0007,,{Invalid Expression},,,,,,,,14302052,1EM8CmMNFJJHFnFaKe6KNh,,,1,,,{Invalid Expression},497
2/22/2023 17:11,2/22/2023 17:17,IP Address,100,375,TRUE,2/22/2023 17:17,R_3EbgEQCeC3JGL74,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),25 to 34 years,Mazowieckie,Ciechanów,50 204 +,Full-time or contract work in the private sector,Catholicism,,7,,,Strongly support,Strongly support,,,,,Very important,Very important,Somewhat important,Strongly disagree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Somewhat favorable,A lot,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,A lot,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,A lot,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Changing the behavior and/or policies of the government of Poland,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,375,,,,3ee263e2-a3f3-b8ae-9b1a-e43c83ed56fa,,{Invalid Expression},,,,,,,,14302052,4KwswaqTNcRMUXQmkmWpk4,,,1,,,{Invalid Expression},497
2/22/2023 17:12,2/22/2023 17:18,IP Address,100,316,TRUE,2/22/2023 17:18,R_10ISIKkjBjDG4OR,anonymous,PL,I consent,Male,No,Secondary Education,35 to 44 years,Małopolskie,Kraków (City),21 236 – 29 131,Pension or retirement,Catholicism,,5,,,Somewhat oppose,Somewhat support,,,,,Neutral,Neutral,Neutral,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,A little,Neither Positive nor Negative,Somewhat unfavorable,Neutral,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Neutral,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,No,,No,,No,Reduced crime,,No drawback,,As long as needed ,Somewhat positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,316,,,,10873730-e74a-b2bc-26f1-3d0327310f77,,{Invalid Expression},,,,,,,,14302052,0YtkRBILAbFhLmIRaeV6Ob,,,1,,,{Invalid Expression},497
2/22/2023 17:07,2/22/2023 17:18,IP Address,100,668,TRUE,2/22/2023 17:18,R_3gSJJuLwwP2QBdM,anonymous,PL,I consent,Male,No,Vocational School,25 to 34 years,Śląskie,Sosnowiec,29 132- 37 067,Full-time or contract work in the private sector,Other,Nie wyznaje żadnej religii ,2,,,Strongly support,Strongly support,,,,,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat hostile,Very unfavorable,Very unfavorable,None,Very Negative,Very unfavorable,Somewhat favorable,Some,Positive,Very unfavorable,Somewhat favorable,Some,Positive,Very unfavorable,Very negative,Very negative,Very negative,Very unhelpful,Very unhelpful ,The presence of American military forces has somewhat worsened the government’s respect for human rights,No,,,Yes,Don't know/decline to answer,,No,,No,,No,Other,Narażenie się Rosji i możliwość nie potrzebnego konfliktu wywołanego gra usa,Decreased security from foreign threats,,0-6 months,Very negative,Never,No,Qual4159-0110-PolandStudy,PL,668,,,,4f2265d4-0e68-d6d8-ea69-c9337c00609a,,{Invalid Expression},,,,,,,,14302052,1Fivxzv6QM1B7CFcstpwM5,,,1,,,{Invalid Expression},497
2/22/2023 17:14,2/22/2023 17:18,IP Address,100,266,TRUE,2/22/2023 17:18,R_116noWarPoA0URT,anonymous,PL,I consent,Female,No,Vocational School,18 to 24 years,Wielkopolskie,Poznań (City),Decline to answer,Other sources,Catholicism,,3,,,Neither support nor oppose,Neither support nor oppose,,,,,Don’t know/decline to answer,Very important,Neutral,Somewhat agree,Neither agree nor disagree,Somewhat peaceful,Neutral,Somewhat favorable,Somewhat unfavorable,Some,Positive,Somewhat unfavorable,Somewhat favorable,A little,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat unhelpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,No,,No,,No,Improved government respect for human rights,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Neutral,More than three times,Maybe,Qual4159-0110-PolandStudy,PL,266,,,,883406b4-a494-6059-a4cf-e3fa432d0a98,,{Invalid Expression},,,,,,,,14302052,683e4lZBoZWBiWNXct4WmU,,,1,,,{Invalid Expression},497
2/22/2023 17:13,2/22/2023 17:18,IP Address,100,321,TRUE,2/22/2023 17:18,R_1eWPyuF2VerG3lx,anonymous,PL,I consent,Male,No,Primary Education,18 to 24 years,Dolnośląskie,Legnica,0 – 21 235,Full-time or contract work in the private sector,Catholicism,,3,,,,,Strongly oppose,Neither support nor oppose,,,Neutral,Somewhat important,Neutral,Somewhat disagree,Strongly Agree,Very peaceful,Somewhat peaceful,Very favorable,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat favorable,Neutral,A lot,Neither Positive nor Negative,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat unfavorable,Somewhat negative,Somewhat negative,Very positive,Neutral,Neutral,Neutral / No change,No,,,No,,,No,,No,,No,No benefits,,No drawback,,No preference,Don’t know/Decline to answer,Never,Yes,Qual4159-0110-PolandStudy,PL,321,,,,d996a079-6eac-94e5-f384-152a054a1726,,{Invalid Expression},,,,,,,,14302052,66GdzBPSl2OfY921aKLXb9,,,1,,,{Invalid Expression},497
2/22/2023 17:16,2/22/2023 17:18,IP Address,100,157,TRUE,2/22/2023 17:18,R_3eaD0HEC553t5GI,anonymous,PL,I consent,Male,No,Vocational School,25 to 34 years,Lubelskie,Lublin,Decline to answer,Self-employed (non-agricultural),Catholicism,,6,,,,,Somewhat support,Neither support nor oppose,,,Neutral,Somewhat important,Neutral,Neither agree nor disagree,Somewhat agree,Very peaceful,Very peaceful,Very favorable,Somewhat favorable,None,Positive,Somewhat favorable,Neutral,A lot,Positive,Very favorable,Somewhat favorable,Some,Very positive,Very favorable,Very positive,Very positive,Somewhat positive,Somewhat helpful,Very helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,Yes,Very reliant,Yes,No benefits,,Changing the behavior and/or policies of the government of Poland,,Longer than 3 years,Very positive,Two times,Maybe,Qual4159-0110-PolandStudy,PL,157,,,,d329522c-7567-a23e-9a07-948a8f6fff26,,{Invalid Expression},,,,,,,,14302052,2wwZzwWqoLBYnmMrwA3MY2,,,1,,,{Invalid Expression},497
2/22/2023 17:11,2/22/2023 17:18,IP Address,100,474,TRUE,2/22/2023 17:18,R_b2Wp96ILHxp6LGp,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),45 to 54 years,Śląskie,Katowice,Decline to answer,Self-employed (non-agricultural),Catholicism,,4,,,Strongly support,Neither support nor oppose,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Very favorable,Somewhat favorable,A lot,Positive,Somewhat favorable,Neutral,Some,Negative,Somewhat favorable,Neutral,Some,Negative,Very favorable,Somewhat positive,Neutral,Neutral,Very helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,474,,,,411f95fa-71cf-0e75-87e1-783dce82c37f,,{Invalid Expression},,,,,,,,14302052,4bIfTExn8gqtPcyqhbUNtO,,,1,,,{Invalid Expression},497
2/22/2023 17:14,2/22/2023 17:19,IP Address,100,283,TRUE,2/22/2023 17:19,R_2b2FTheNVi81Zf0,anonymous,PL,I consent,Male,No,Vocational School,18 to 24 years,Zachodniopomorskie,Szczecin,50 204 +,Full-time or contract work in the government or public sector,Catholicism,,7,Somewhat support,Strongly support,,,,,,,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Somewhat hostile,Somewhat favorable,Somewhat favorable,None,Positive,Neutral,Somewhat favorable,A lot,Positive,Neutral,Somewhat favorable,A lot,Positive,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat negative,Somewhat helpful,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,1-3 years,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,283,,,,28686739-6971-0d84-831b-3b1a93077259,,{Invalid Expression},,,,,,,,14302052,3HwYrNrvkEZdO6C8qbXPdm,,,1,,,{Invalid Expression},497
2/22/2023 17:13,2/22/2023 17:19,IP Address,100,323,TRUE,2/22/2023 17:19,R_2aeEN4L2QObSBl3,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),55 to 64 years,Małopolskie,Kraków,50 204 +,Full-time or contract work in the private sector,Catholicism,,3,,,,,Somewhat support,Somewhat support,,,Very important,Very important,Very important,Strongly disagree,Neither agree nor disagree,Somewhat hostile,Somewhat peaceful,Very favorable,Somewhat favorable,Some,Positive,Neutral,Somewhat unfavorable,None,Neither Positive nor Negative,Somewhat unfavorable,Neutral,A little,Neither Positive nor Negative,Very favorable,Somewhat positive,Don’t know/Decline to answer,Somewhat positive,Very helpful,Somewhat unhelpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Changing the behavior and/or policies of the government of Poland,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,323,,,,2d79cfbd-772f-c0ce-a977-b5251b99b768,,{Invalid Expression},,,,,,,,14302052,2G2rveh66TU7JRh8zgTRIW,,,1,,,{Invalid Expression},497
2/22/2023 17:07,2/22/2023 17:19,IP Address,100,699,TRUE,2/22/2023 17:19,R_31v1waK7HMr9gfJ,anonymous,PL,I consent,Female,No,Secondary Education,18 to 24 years,Wielkopolskie,Ostrzeszów,50 204 +,Pension or retirement,Agnostic/Atheist,,2,,,Somewhat support,Somewhat support,,,,,Very important,Very important,Somewhat important,Somewhat agree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Somewhat favorable,Neutral,Some,Positive,Don’t know/Decline to answer,Somewhat unfavorable,Some,Negative,Don’t know/Decline to answer,Somewhat unfavorable,Some,Negative,Somewhat favorable,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat helpful,Don’t know/Decline to answer,Neutral / No change,No,,,Don’t know/Decline to answer,,,No,,Don’t know/Decline to answer,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,699,,,,6d6e5ed7-5552-49d7-1480-56ed015315d3,,{Invalid Expression},,,,,,,,14302052,6GT5NWE6OOhyrN3kv8PEmG,,,1,,,{Invalid Expression},497
2/22/2023 17:09,2/22/2023 17:19,IP Address,100,638,TRUE,2/22/2023 17:19,R_cYEgLMiO3LDpX0d,anonymous,PL,I consent,Male,No,Vocational School,25 to 34 years,Dolnośląskie,Wałbrzych,50 204 +,Other sources,Catholicism,,5,Somewhat support,Strongly oppose,,,,,,,Very important,Very important,Very important,Neither agree nor disagree,Somewhat agree,Very peaceful,Very peaceful,Neutral,Very favorable,Some,Positive,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Neutral,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,638,,,,6a68e7ea-f68e-6fa5-5ecb-c9467858d5ab,,{Invalid Expression},,,,,,,,14302052,7rCX6gHR057c0wRVsBmegq,,,1,,,{Invalid Expression},497
