StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q9,Q59,Q10,Q10_10_TEXT,Q11_1,Q61,Q63,Q64,Q65,Q68,Q69,Q66,Q67,Q12,Q15,Q16,Q57,Q17,Q18,Q70,Q19,Q20,Q21,Q22,Q23,Q26,Q27,Q28,Q71,Q72,Q73,Q74,Q29,Q30,Q31,Q32,Q33,Q35,Q36,Q37,Q75,Q75_11_TEXT,Q38,Q76,Q76_11_TEXT,Q39,Q40,Q41,Q42,Q43,Q49,Q49_7_TEXT,Q50,Q50_6_TEXT,Q51,Q52,Q53,Q77,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS
3/2/2023 16:33,3/2/2023 16:36,IP Address,100,218,TRUE,3/2/2023 16:36,R_22KBAezMwX6boP3,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),45 to 54 years,Podkarpackie,Przemyśl (City),93 938 +,Full-time or contract work in the private sector,Other,nie,5,,,,,,,Strongly oppose,Strongly oppose,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Very hostile,Very hostile,Very unfavorable,Very unfavorable,A lot,Very Negative,Very unfavorable,Very favorable,None,Very positive,Very unfavorable,Very favorable,A lot,Very positive,Very unfavorable,Very negative,Very negative,Very negative,Very unhelpful,Very unhelpful ,The presence of American military forces has greatly worsened the government’s respect for human rights,No,,,No,,,No,,No,,No,No benefits,,Decreased security from foreign threats,,No preference,Very negative,Never,Yes,Qual4159-0110-PolandStudy,PL,218,,,,59d9b3fe-d99a-5db1-15be-8c7ba487bb1f,,{Invalid Expression},,,,,,,,14302052,2xidO03uI3k2x0z8yM77f2,,,1,,,{Invalid Expression},497
3/2/2023 16:30,3/2/2023 16:37,IP Address,100,396,TRUE,3/2/2023 16:37,R_XoCLMKK03GMa5SF,anonymous,PL,I consent,Male,No,Secondary Education,35 to 44 years,Mazowieckie,Warszawa,0 – 43 339,Other sources,Decline to answer,,4,Strongly support,Strongly support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Very favorable,Very favorable,Some,Very positive,Somewhat favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Neutral,Somewhat positive,Very helpful,Somewhat helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,396,,,,ad1a0bca-3399-a3ca-b53e-496b71980c8a,,{Invalid Expression},,,,,,,,14302052,4rYReAOQ0z1yXCZ8VtJzoC,,,1,,,{Invalid Expression},497
3/2/2023 16:30,3/2/2023 16:37,IP Address,100,432,TRUE,3/2/2023 16:37,R_BWiYFHHKV3DyZu9,anonymous,PL,I consent,Male,No,Secondary Education,45 to 54 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Agnostic/Atheist,,4,,,,,Strongly support,Strongly support,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Very hostile,Very peaceful,Very favorable,Somewhat favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,A little,Negative,Very favorable,Somewhat favorable,A lot,Positive,Very favorable,Very positive,Very positive,Neutral,Very helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,432,,,,8db2eadb-056c-368e-dd27-c0c4c4f07a5d,,{Invalid Expression},,,,,,,,14302052,17S19k9KFieim6kh6pVClh,,,1,,,{Invalid Expression},497
3/2/2023 16:32,3/2/2023 16:37,IP Address,100,331,TRUE,3/2/2023 16:37,R_vl94fuJownupjJn,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),55 to 64 years,Wielkopolskie,Poznań (City),43 340 – 57 187,Pension or retirement,Catholicism,,3,,,Strongly support,Somewhat support,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Somewhat hostile,Neutral,Very favorable,Somewhat favorable,A little,Positive,Neutral,Neutral,A little,Neither Positive nor Negative,Neutral,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Neutral,Somewhat helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,331,,,,6e431975-ce56-1abf-439f-5b51836361cc,,{Invalid Expression},,,,,,,,14302052,5Z53rQH1ibu3KVsKXPgDz3,,,1,,,{Invalid Expression},497
3/2/2023 16:36,3/2/2023 16:38,IP Address,100,139,TRUE,3/2/2023 16:38,R_OAK6tFyNwNTP09r,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),18 to 24 years,Śląskie,Żory,43 340 – 57 187,Full-time or contract work in the government or public sector,Catholicism,,9,,,,,,,Somewhat support,Somewhat support,Somewhat important,Somewhat important,Somewhat important,Somewhat agree,Strongly Agree,Somewhat peaceful,Somewhat peaceful,Very favorable,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,A lot,Positive,Somewhat favorable,Neutral,Some,Positive,Somewhat favorable,Somewhat positive,Neutral,Somewhat positive,Somewhat helpful,Very helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,Yes,Somewhat reliant,Yes,Somewhat reliant,Yes,Improved government respect for human rights,,Increased crime,,As long as needed ,Somewhat positive,Two times,Maybe,Qual4159-0110-PolandStudy,PL,139,,,,ef39ded4-7eca-9b55-6d1b-265aa10b999c,,{Invalid Expression},,,,,,,,14302052,2genW6plgGdQIaACVUPUqC,,,1,,,{Invalid Expression},497
3/2/2023 16:35,3/2/2023 16:38,IP Address,100,176,TRUE,3/2/2023 16:38,R_3P5d0qgRmZVGF53,anonymous,PL,I consent,Female,No,Secondary Education,18 to 24 years,Warmińsko-Mazurskie,Olsztyn (City),93 938 +,Full-time or contract work in the private sector,Other,żadna ,6,,,Neither support nor oppose,Neither support nor oppose,,,,,Somewhat important,Neutral,Neutral,Somewhat disagree,Somewhat agree,Don't know/decline to answer,Neutral,Neutral,Neutral,A little,Negative,Somewhat unfavorable,Somewhat favorable,Some,Negative,Somewhat unfavorable,Somewhat unfavorable,A little,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral / No change,Yes,Had a U.S. service member as a family member (other than a spouse),,No,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,No,Don’t know / Decline to answer,,No drawback,,6-12 months,Neutral,More than three times,Maybe,Qual4159-0110-PolandStudy,PL,176,,,,31d32639-e66d-c03e-3de6-f1d917d95fd6,,{Invalid Expression},,,,,,,,14302052,7ibKsgeA2gM6oyhFtswN79,,,1,,,{Invalid Expression},497
3/2/2023 16:32,3/2/2023 16:38,IP Address,100,379,TRUE,3/2/2023 16:38,R_2PaEOnLskgljltp,anonymous,PL,I consent,Female,No,Secondary Education,25 to 34 years,Kujawsko-Pomorskie,Inowrocław,93 938 +,Full-time or contract work in the private sector,Catholicism,,8,,,Strongly support,Somewhat support,,,,,Somewhat important,Somewhat important,Somewhat important,Somewhat agree,Neither agree nor disagree,Somewhat peaceful,Neutral,Neutral,Neutral,A lot,Positive,Somewhat favorable,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Very positive,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,379,,,,ec0cc526-9b7a-e2fd-187e-c47e69ae67d3,,{Invalid Expression},,,,,,,,14302052,0dIFrJOykKTGGjoEyBvtbR,,,1,,,{Invalid Expression},497
3/2/2023 16:35,3/2/2023 16:39,IP Address,100,222,TRUE,3/2/2023 16:39,R_2S6su3wzscXAjIY,anonymous,PL,I consent,Female,No,Secondary Education,25 to 34 years,Opolskie,Opole (City),57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,6,Neither support nor oppose,Neither support nor oppose,,,,,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,Neutral / No change,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,Don’t know/Decline to answer,Improved government respect for human rights,,Negative effect on economic activity,,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,222,,,,989f7495-c252-e47f-a760-78ac108c09f8,,{Invalid Expression},,,,,,,,14302052,5F4GNLCJBU13827G8GApj4,,,1,,,{Invalid Expression},497
3/2/2023 16:34,3/2/2023 16:39,IP Address,100,264,TRUE,3/2/2023 16:39,R_2YP81M5K3T46I3Y,anonymous,PL,I consent,Male,No,Vocational School,18 to 24 years,Świętokrzyskie,Kielce,93 938 +,Full-time or contract work in the private sector,Decline to answer,,6,Strongly support,Somewhat support,,,,,,,Neutral,Somewhat important,Somewhat important,Strongly Agree,Somewhat agree,Neutral,Somewhat peaceful,Very favorable,Very favorable,Some,Positive,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Very positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,,Yes,Very reliant,Yes,Somewhat reliant,Yes,Greater security from foreign threats,,Negative effect on economic activity,,1-3 years,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,264,,,,d5ae3239-84a0-b2a5-4c54-07d990e4dd64,,{Invalid Expression},,,,,,,,14302052,5zKkvYxh17TBChVTLuc2Qg,,,1,,,{Invalid Expression},497
3/2/2023 16:34,3/2/2023 16:40,IP Address,100,329,TRUE,3/2/2023 16:40,R_210atovMPstKpw4,anonymous,PL,I consent,Female,No,Vocational School,45 to 54 years,Lubelskie,Chełm,57 188 –  74 062,Full-time or contract work in the government or public sector,Catholicism,,5,,,Neither support nor oppose,Neither support nor oppose,,,,,Somewhat important,Somewhat important,Somewhat important,Don't know/decline to answer,Don't know/decline to answer,Very hostile,Very hostile,Somewhat favorable,Somewhat favorable,Don’t know/Decline to answer,Positive,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neither Positive nor Negative,Don’t know/Decline to answer,Don’t know/Decline to answer,None,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral / No change,No,,,No,,,No,,Don’t know/Decline to answer,,Don’t know/Decline to answer,No benefits,,No drawback,,Don’t know/Decline to answer,Very positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,329,,,,3e259f67-20f0-a8c0-6c32-d6bb7e5eda16,,{Invalid Expression},,,,,,,,14302052,3AZqtH9BXIPfn7abezCNWZ,,,1,,,{Invalid Expression},497
3/2/2023 16:34,3/2/2023 16:40,IP Address,100,330,TRUE,3/2/2023 16:40,R_vDpLyNJJXwXPNi9,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),25 to 34 years,Dolnośląskie,Lubiń,93 938 +,Self-employed (non-agricultural),Catholicism,,5,,,,,,,Neither support nor oppose,Somewhat oppose,Very important,Neutral,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat peaceful,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,Don’t know/Decline to answer,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,Yes,Greater security from foreign threats,,Changing the behavior and/or policies of the government of Poland,,As long as needed ,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,330,,,,7226f046-72ca-c53a-8147-25374f6ff0d6,,{Invalid Expression},,,,,,,,14302052,7xdZedAQlsO96dtbhcQnfk,,,1,,,{Invalid Expression},497
3/2/2023 16:35,3/2/2023 16:40,IP Address,100,311,TRUE,3/2/2023 16:40,R_3G7E0xSCigLMZos,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),25 to 34 years,Lubelskie,Świdnik,74 063 – 93 937,Full-time or contract work in the private sector,Other,Ateizm,3,,,,,,,Strongly support,Strongly support,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Very peaceful,Very favorable,Somewhat favorable,A lot,Very positive,Somewhat favorable,Very unfavorable,A little,Very Negative,Somewhat favorable,Somewhat favorable,A lot,Positive,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,311,,,,230fbe2f-f20b-5952-83ae-97f6aa1eb952,,{Invalid Expression},,,,,,,,14302052,4CNyLZ90ruFpKEVhxl5t0x,,,1,,,{Invalid Expression},497
3/2/2023 16:33,3/2/2023 16:40,IP Address,100,414,TRUE,3/2/2023 16:40,R_2SAKYsUwmzWro0t,anonymous,PL,I consent,Male,No,Secondary Education,Age 65 or older,Łódzkie,Piotrków Trybunalski,0 – 43 339,Pension or retirement,Catholicism,,7,Somewhat support,Neither support nor oppose,,,,,,,Somewhat important,Very important,Very important,Strongly disagree,Neither agree nor disagree,Very hostile,Very hostile,Somewhat favorable,Somewhat favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,A lot,Negative,Very favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful ,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Negative effect on economic activity,,As long as needed ,Somewhat negative,Never,No,Qual4159-0110-PolandStudy,PL,414,,,,037ef642-d168-2e05-789d-536841fd8cf9,,{Invalid Expression},,,,,,,,14302052,6TSwdS4wvRcjCQZWs8RX7c,,,1,,,{Invalid Expression},497
3/2/2023 16:34,3/2/2023 16:40,IP Address,100,358,TRUE,3/2/2023 16:40,R_xrz8KyNzRBk4YhP,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),45 to 54 years,Pomorskie,Starogard,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,,5,,,,,Somewhat support,Strongly oppose,,,Very important,Very important,Somewhat important,Somewhat agree,Somewhat disagree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Very favorable,Some,Positive,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Very favorable,Very positive,Neutral,Neutral,Somewhat helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,358,,,,24421072-71cd-e966-aeae-2247e4848393,,{Invalid Expression},,,,,,,,14302052,2TMnKDuTyYunFkzMgTJW7o,,,1,,,{Invalid Expression},497
3/2/2023 16:35,3/2/2023 16:41,IP Address,100,317,TRUE,3/2/2023 16:41,R_1Kyd0uwdLrFYCeQ,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),45 to 54 years,Mazowieckie,Ostrołęka,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,4,Strongly support,Strongly support,,,,,,,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Very hostile,Very peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,Some,Negative,Very favorable,Somewhat favorable,Some,Positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Very helpful ,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",,Don’t know/Decline to answer,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,317,,,,7680104c-f619-8597-828f-6693597b37ff,,{Invalid Expression},,,,,,,,14302052,34QH1N6dODVCBGSLGkf5Gy,,,1,,,{Invalid Expression},497
3/2/2023 16:33,3/2/2023 16:41,IP Address,100,456,TRUE,3/2/2023 16:41,R_2eQZWrGzeroRGnT,anonymous,PL,I consent,Male,No,Primary Education,18 to 24 years,Łódzkie,Łódzki Wschodni,57 188 –  74 062,Other sources,Catholicism,,7,,,,,Strongly support,Strongly support,,,Very important,Somewhat important,Somewhat important,Somewhat disagree,Somewhat disagree,Somewhat hostile,Very peaceful,Somewhat favorable,Somewhat favorable,A little,Positive,Neutral,Somewhat unfavorable,A little,Positive,Neutral,Neutral,Some,Positive,Very favorable,Somewhat positive,Somewhat positive,Very positive,Very helpful,Neutral,Neutral / No change,No,,,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,No,,No,,Yes,Greater security from foreign threats,,No drawback,,1-3 years,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,456,,,,6bc1dcab-3246-5e27-759e-5e8f5c2f6575,,{Invalid Expression},,,,,,,,14302052,6Agtyzmt9Jv9Nh9pqLO12O,,,1,,,{Invalid Expression},497
3/2/2023 16:32,3/2/2023 16:41,IP Address,100,539,TRUE,3/2/2023 16:41,R_3fJfDwFXXgU8YIY,anonymous,PL,I consent,Female,Decline to answer,Primary Education,18 to 24 years,Podlaskie,Białystok,0 – 43 339,Other sources,Catholicism,,5,,,Don’t know/decline to answer,Don’t know/decline to answer,,,,,Don’t know/decline to answer,Somewhat important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,Don't know/decline to answer,Neutral,Don’t know/decline to answer,Don’t know/decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral / No change,No,,,No,,,Don’t know/Decline to answer,,Don’t know/Decline to answer,,Don’t know/Decline to answer,Don’t know / Decline to answer,,Don’t know / Decline to answer,,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,539,,,,20486d5b-3a9b-c0c0-9a72-ed1dffac546e,,{Invalid Expression},,,,,,,,14302052,17qMy9n8Wnd1QQRUEXV8cN,,,1,,,{Invalid Expression},497
3/2/2023 16:33,3/2/2023 16:41,IP Address,100,479,TRUE,3/2/2023 16:41,R_3CK6CZ408VB0wBq,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),35 to 44 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Decline to answer,,4,,,,,,,Somewhat support,Neither support nor oppose,Very important,Very important,Very important,Strongly disagree,Strongly Agree,Somewhat hostile,Very peaceful,Somewhat favorable,Somewhat favorable,A lot,Positive,Neutral,Somewhat unfavorable,A lot,Negative,Neutral,Neutral,A lot,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,No,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,479,,,,41fa5c41-4c4f-b0f7-f079-39564ff5830e,,{Invalid Expression},,,,,,,,14302052,71VJiCxid2IWeo5ELoy73h,,,1,,,{Invalid Expression},497
3/2/2023 16:33,3/2/2023 16:42,IP Address,100,530,TRUE,3/2/2023 16:42,R_0VVfq6z86A2MyCB,anonymous,PL,I consent,Male,No,Secondary Education,55 to 64 years,Małopolskie,Wieliczka,0 – 43 339,Pension or retirement,Catholicism,,7,,,,,,,Strongly support,Strongly support,Very important,Very important,Very important,Somewhat agree,Somewhat disagree,Somewhat hostile,Very peaceful,Somewhat favorable,Very favorable,None,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Some,Negative,Very favorable,Neutral,Neutral,Don’t know/Decline to answer,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,Don’t know / Decline to answer,,As long as needed ,Don’t know/Decline to answer,Never,No,Qual4159-0110-PolandStudy,PL,530,,,,8557cfa3-f84e-6f02-546b-6e44932bb535,,{Invalid Expression},,,,,,,,14302052,0VSMsMWlOeUEDY0hoTAH5k,,,1,,,{Invalid Expression},497
3/2/2023 16:38,3/2/2023 16:42,IP Address,100,212,TRUE,3/2/2023 16:42,R_xxXcLZKxSa7DmOl,anonymous,PL,I consent,Female,No,Higher Education (Master’s degree or higher),25 to 34 years,Mazowieckie,Warszawa,93 938 +,Full-time or contract work in the private sector,Catholicism,,10,,,,,Strongly support,Somewhat support,,,Very important,Very important,Somewhat important,Strongly Agree,Somewhat disagree,Very hostile,Very peaceful,Very favorable,Somewhat favorable,Some,Positive,Somewhat favorable,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,212,,,,7ba8e6f6-2b9e-fc60-f0be-2f46900f7da2,,{Invalid Expression},,,,,,,,14302052,4zRgvG4S7NRINgazUN5ayd,,,1,,,{Invalid Expression},497
3/2/2023 16:37,3/2/2023 16:42,IP Address,100,299,TRUE,3/2/2023 16:42,R_vHo4ZNEY8JPckZX,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),18 to 24 years,Małopolskie,Kraków (City),93 938 +,Full-time or contract work in the private sector,Catholicism,,4,,,Neither support nor oppose,Somewhat oppose,,,,,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat peaceful,Somewhat peaceful,Very favorable,Somewhat favorable,Some,Positive,Very favorable,Neutral,Some,Neither Positive nor Negative,Neutral,Somewhat favorable,A little,Neither Positive nor Negative,Very favorable,Somewhat positive,Neutral,Somewhat positive,Very helpful,Somewhat unhelpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,299,,,,2761dbbd-79d6-0ad4-7e63-e589ff175468,,{Invalid Expression},,,,,,,,14302052,3Iqx586OcEIAQ2onOLpy6q,,,1,,,{Invalid Expression},497
3/2/2023 16:37,3/2/2023 16:43,IP Address,100,361,TRUE,3/2/2023 16:43,R_1j9BQ8ltdUSm1RH,anonymous,PL,I consent,Male,No,Secondary Education,25 to 34 years,Podkarpackie,Jasło,93 938 +,Self-employed (non-agricultural),Catholicism,,9,Neither support nor oppose,Strongly oppose,,,,,,,Neutral,Somewhat important,Very important,Somewhat agree,Strongly disagree,Somewhat hostile,Neutral,Very unfavorable,Somewhat unfavorable,A lot,Neither Positive nor Negative,Somewhat unfavorable,Somewhat favorable,A little,Neither Positive nor Negative,Somewhat unfavorable,Very unfavorable,A lot,Positive,Neutral,Somewhat positive,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,,,No,,,No,,No,,No,Changing the behavior and/or policies of the government of Poland,,Changing the behavior and/or policies of the government of Poland,,0-6 months,Somewhat positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,361,,,,7423f3cb-c096-a328-7272-fc82b955a391,,{Invalid Expression},,,,,,,,14302052,74WFeLJJDg4v247tyrrulA,,,1,,,{Invalid Expression},497
3/2/2023 16:30,3/2/2023 16:43,IP Address,100,805,TRUE,3/2/2023 16:43,R_21zkpLYX54MCdHy,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),18 to 24 years,Podlaskie,Grajewo,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,,5,,,,,,,Strongly support,Neither support nor oppose,Very important,Somewhat important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Very peaceful,Somewhat favorable,Very favorable,Some,Positive,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat unfavorable,None,Neither Positive nor Negative,Somewhat favorable,Neutral,Neutral,Somewhat positive,Somewhat helpful,Neutral,Neutral / No change,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",,Yes,"Did business with a U.S. service member, such as selling them something or buying something from them",,No,,No,,Yes,Greater security from foreign threats,,No support for Polish democracy,,As long as needed ,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,805,,,,ca2793e7-a656-0526-5b3b-f6266d217fa1,,{Invalid Expression},,,,,,,,14302052,0zY44hLCzPit0K4Oa0aDgc,,,1,,,{Invalid Expression},497
3/2/2023 16:36,3/2/2023 16:44,IP Address,100,445,TRUE,3/2/2023 16:44,R_11aoBHVEiKRuDNt,anonymous,PL,I consent,Male,No,Secondary Education,18 to 24 years,Mazowieckie,Warszawa,74 063 – 93 937,Self-employed (non-agricultural),Local religion,,6,,,,,,,Neither support nor oppose,Somewhat oppose,Neutral,Somewhat important,Very important,Somewhat disagree,Strongly Agree,Somewhat hostile,Somewhat peaceful,Neutral,Somewhat favorable,Some,Positive,Neutral,Somewhat favorable,Don’t know/Decline to answer,Don’t know/Decline to answer,Neutral,Neutral,Some,Neither Positive nor Negative,Very favorable,Very positive,Don’t know/Decline to answer,Somewhat positive,Neutral,Somewhat helpful ,Neutral / No change,No,,,No,,,No,,No,,Yes,Greater security from foreign threats,,No drawback,,As long as needed ,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,445,,,,3c236b18-c5ed-345e-98a7-c151aafab79f,,{Invalid Expression},,,,,,,,14302052,2xp9F8G2H3IyYGMwQGFSDv,,,1,,,{Invalid Expression},497
